Date,Scenario,CAE,Revenue
9/17/2020,ACTUALS,Garcia,752.5
9/17/2020,ACTUALS,Garcia,500
9/17/2020,ACTUALS,Garcia,495
9/17/2020,ACTUALS,Garcia,995
9/17/2020,ACTUALS,Garcia,1035
9/14/2020,ACTUALS,Smith,3323.25
9/14/2020,ACTUALS,Wang,305
9/14/2020,ACTUALS,Wang,492.5
9/14/2020,ACTUALS,Wang,1855.56
9/14/2020,ACTUALS,Wang,450
9/14/2020,ACTUALS,Murphy,1116.5
9/14/2020,ACTUALS,Murphy,1330
9/14/2020,ACTUALS,Murphy,2125
9/14/2020,ACTUALS,Murphy,250
9/14/2020,ACTUALS,Garcia,150
9/14/2020,ACTUALS,Garcia,1690
9/14/2020,ACTUALS,Garcia,-50
9/14/2020,ACTUALS,Garcia,1690
9/14/2020,ACTUALS,Garcia,185
9/14/2020,ACTUALS,Garcia,455
9/14/2020,ACTUALS,Garcia,320
9/14/2020,ACTUALS,Ianova,3187
9/14/2020,ACTUALS,Murphy,297.5
9/14/2020,ACTUALS,Ianova,8650
9/14/2020,ACTUALS,Ianova,590
9/14/2020,ACTUALS,Ianova,525
9/14/2020,ACTUALS,Murphy,1987.5
9/14/2020,ACTUALS,Murphy,18600
9/14/2020,ACTUALS,Murphy,4220
9/14/2020,ACTUALS,Ianova,834.5
9/14/2020,ACTUALS,Smith,2975
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,205
9/14/2020,ACTUALS,Smith,-2695
9/14/2020,ACTUALS,Smith,2695
9/14/2020,ACTUALS,Murphy,1560
9/14/2020,ACTUALS,Murphy,562.5
9/14/2020,ACTUALS,Murphy,187.5
9/14/2020,ACTUALS,Murphy,6300
9/14/2020,ACTUALS,Murphy,900
9/14/2020,ACTUALS,Murphy,5100
9/14/2020,ACTUALS,Murphy,2550
9/14/2020,ACTUALS,Murphy,5100
9/14/2020,ACTUALS,Garcia,2125
9/14/2020,ACTUALS,Garcia,145
9/13/2020,ACTUALS,Wang,242.5
9/13/2020,ACTUALS,Ianova,190
9/13/2020,ACTUALS,Smith,4560
9/13/2020,ACTUALS,Murphy,125.56
9/13/2020,ACTUALS,Murphy,2020
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,360
9/13/2020,ACTUALS,Garcia,648
9/13/2020,ACTUALS,Garcia,648
9/13/2020,ACTUALS,Garcia,648
9/13/2020,ACTUALS,Garcia,525
9/13/2020,ACTUALS,Garcia,735
9/13/2020,ACTUALS,Garcia,1155
9/13/2020,ACTUALS,Garcia,1155
9/13/2020,ACTUALS,Garcia,525
9/13/2020,ACTUALS,Garcia,210
9/13/2020,ACTUALS,Garcia,140
9/13/2020,ACTUALS,Garcia,150
9/13/2020,ACTUALS,Garcia,150
9/13/2020,ACTUALS,Garcia,75
9/13/2020,ACTUALS,Garcia,75
9/13/2020,ACTUALS,Garcia,75
9/13/2020,ACTUALS,Garcia,76
9/13/2020,ACTUALS,Garcia,95
9/13/2020,ACTUALS,Garcia,171
9/13/2020,ACTUALS,Garcia,19
9/13/2020,ACTUALS,Garcia,76
9/13/2020,ACTUALS,Garcia,171
9/13/2020,ACTUALS,Garcia,76
9/13/2020,ACTUALS,Garcia,133
9/13/2020,ACTUALS,Garcia,38
9/13/2020,ACTUALS,Garcia,57
9/13/2020,ACTUALS,Garcia,133
9/13/2020,ACTUALS,Garcia,114
9/13/2020,ACTUALS,Garcia,19
9/13/2020,ACTUALS,Garcia,19
9/13/2020,ACTUALS,Garcia,19
9/13/2020,ACTUALS,Garcia,19
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/13/2020,ACTUALS,Garcia,100
9/12/2020,ACTUALS,Wang,2100
9/12/2020,ACTUALS,Wang,1688
9/12/2020,ACTUALS,Wang,4100
9/12/2020,ACTUALS,Wang,400
9/12/2020,ACTUALS,Wang,365
9/12/2020,ACTUALS,Murphy,186.67
9/12/2020,ACTUALS,Ianova,230
9/12/2020,ACTUALS,Ianova,320
9/12/2020,ACTUALS,Smith,189.7
9/12/2020,ACTUALS,Smith,1103.14
9/12/2020,ACTUALS,Ianova,521.26
9/12/2020,ACTUALS,Ianova,785
9/12/2020,ACTUALS,Smith,190
9/12/2020,ACTUALS,Smith,285
9/12/2020,ACTUALS,Smith,190
9/12/2020,ACTUALS,Smith,285
9/12/2020,ACTUALS,Smith,995
9/12/2020,ACTUALS,Smith,8
9/12/2020,ACTUALS,Smith,1050
9/12/2020,ACTUALS,Smith,500
9/12/2020,ACTUALS,Smith,630
9/12/2020,ACTUALS,Smith,530
9/12/2020,ACTUALS,Wang,990
9/12/2020,ACTUALS,Murphy,2650
9/12/2020,ACTUALS,Murphy,2660
9/12/2020,ACTUALS,Murphy,3190
9/12/2020,ACTUALS,Garcia,1945
9/11/2020,ACTUALS,Wang,100
9/11/2020,ACTUALS,Garcia,100
9/11/2020,ACTUALS,Garcia,100
9/11/2020,ACTUALS,Ianova,140
9/11/2020,ACTUALS,Ianova,254
9/11/2020,ACTUALS,Wang,750
9/11/2020,ACTUALS,Smith,2400
9/11/2020,ACTUALS,Ianova,23565
9/11/2020,ACTUALS,Ianova,230
9/11/2020,ACTUALS,Murphy,223
9/11/2020,ACTUALS,Murphy,125.56
9/11/2020,ACTUALS,Murphy,1200
9/11/2020,ACTUALS,Murphy,1200
9/11/2020,ACTUALS,Garcia,360
9/11/2020,ACTUALS,Garcia,360
9/11/2020,ACTUALS,Garcia,76
9/11/2020,ACTUALS,Garcia,171
9/11/2020,ACTUALS,Garcia,100
9/11/2020,ACTUALS,Garcia,100
9/11/2020,ACTUALS,Garcia,3040
9/11/2020,ACTUALS,Garcia,100
9/10/2020,ACTUALS,Murphy,995
9/10/2020,ACTUALS,Ianova,445
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Smith,0
9/10/2020,ACTUALS,Murphy,2810
9/10/2020,ACTUALS,Murphy,350
9/10/2020,ACTUALS,Murphy,190
9/10/2020,ACTUALS,Murphy,-350
9/10/2020,ACTUALS,Murphy,-190
9/10/2020,ACTUALS,Garcia,1485
9/10/2020,ACTUALS,Garcia,1485
9/7/2020,ACTUALS,Smith,287.25
9/7/2020,ACTUALS,Smith,302.5
9/7/2020,ACTUALS,Wang,225
9/7/2020,ACTUALS,Wang,300
9/7/2020,ACTUALS,Wang,275
9/7/2020,ACTUALS,Wang,302.5
9/7/2020,ACTUALS,Wang,207.5
9/7/2020,ACTUALS,Murphy,1116.5
9/7/2020,ACTUALS,Murphy,2660
9/7/2020,ACTUALS,Garcia,300
9/7/2020,ACTUALS,Garcia,445
9/7/2020,ACTUALS,Garcia,400
9/7/2020,ACTUALS,Murphy,140
9/7/2020,ACTUALS,Murphy,140
9/7/2020,ACTUALS,Murphy,850
9/7/2020,ACTUALS,Murphy,2400
9/7/2020,ACTUALS,Ianova,-15500
9/7/2020,ACTUALS,Murphy,6000
9/7/2020,ACTUALS,Murphy,6427.5
9/7/2020,ACTUALS,Wang,3460
9/7/2020,ACTUALS,Smith,818.45
9/7/2020,ACTUALS,Garcia,8663.89
9/7/2020,ACTUALS,Ianova,185
9/7/2020,ACTUALS,Smith,2590
9/7/2020,ACTUALS,Smith,345
9/7/2020,ACTUALS,Wang,252.5
9/7/2020,ACTUALS,Wang,912.5
9/7/2020,ACTUALS,Murphy,165.56
9/7/2020,ACTUALS,Murphy,3500
9/7/2020,ACTUALS,Murphy,300
9/7/2020,ACTUALS,Murphy,400
9/7/2020,ACTUALS,Murphy,6300
9/7/2020,ACTUALS,Murphy,1125
9/7/2020,ACTUALS,Murphy,5220
9/7/2020,ACTUALS,Murphy,6300
9/7/2020,ACTUALS,Garcia,5011.33
9/6/2020,ACTUALS,Wang,4000
9/6/2020,ACTUALS,Wang,260
9/6/2020,ACTUALS,Wang,260
9/6/2020,ACTUALS,Wang,260
9/6/2020,ACTUALS,Wang,260
9/6/2020,ACTUALS,Wang,260
9/6/2020,ACTUALS,Smith,1400
9/6/2020,ACTUALS,Smith,2100
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,360
9/6/2020,ACTUALS,Garcia,648
9/6/2020,ACTUALS,Garcia,648
9/6/2020,ACTUALS,Garcia,1050
9/6/2020,ACTUALS,Garcia,1260
9/6/2020,ACTUALS,Garcia,105
9/6/2020,ACTUALS,Garcia,735
9/6/2020,ACTUALS,Garcia,945
9/6/2020,ACTUALS,Garcia,630
9/6/2020,ACTUALS,Garcia,420
9/6/2020,ACTUALS,Garcia,630
9/6/2020,ACTUALS,Garcia,210
9/6/2020,ACTUALS,Garcia,280
9/6/2020,ACTUALS,Garcia,150
9/6/2020,ACTUALS,Garcia,75
9/6/2020,ACTUALS,Garcia,75
9/6/2020,ACTUALS,Garcia,75
9/6/2020,ACTUALS,Garcia,75
9/6/2020,ACTUALS,Garcia,75
9/6/2020,ACTUALS,Garcia,75
9/6/2020,ACTUALS,Garcia,75
9/6/2020,ACTUALS,Garcia,152
9/6/2020,ACTUALS,Garcia,190
9/6/2020,ACTUALS,Garcia,228
9/6/2020,ACTUALS,Garcia,95
9/6/2020,ACTUALS,Garcia,133
9/6/2020,ACTUALS,Garcia,76
9/6/2020,ACTUALS,Garcia,57
9/6/2020,ACTUALS,Garcia,76
9/6/2020,ACTUALS,Garcia,19
9/6/2020,ACTUALS,Garcia,38
9/6/2020,ACTUALS,Garcia,19
9/6/2020,ACTUALS,Garcia,19
9/6/2020,ACTUALS,Garcia,19
9/6/2020,ACTUALS,Garcia,38
9/6/2020,ACTUALS,Garcia,38
9/6/2020,ACTUALS,Garcia,152
9/6/2020,ACTUALS,Garcia,133
9/6/2020,ACTUALS,Garcia,19
9/6/2020,ACTUALS,Garcia,76
9/6/2020,ACTUALS,Garcia,114
9/6/2020,ACTUALS,Garcia,247
9/6/2020,ACTUALS,Garcia,133
9/6/2020,ACTUALS,Garcia,114
9/6/2020,ACTUALS,Garcia,19
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,100
9/6/2020,ACTUALS,Garcia,1785
9/5/2020,ACTUALS,Wang,1035
9/5/2020,ACTUALS,Garcia,316.11
9/5/2020,ACTUALS,Garcia,492.22
9/5/2020,ACTUALS,Ianova,1890
9/5/2020,ACTUALS,Ianova,185
9/5/2020,ACTUALS,Smith,414.8
9/5/2020,ACTUALS,Smith,1342
9/5/2020,ACTUALS,Smith,15456
9/5/2020,ACTUALS,Smith,2100
9/5/2020,ACTUALS,Murphy,1220
9/5/2020,ACTUALS,Murphy,3300
9/5/2020,ACTUALS,Murphy,140
9/5/2020,ACTUALS,Garcia,297.5
9/5/2020,ACTUALS,Garcia,1680
9/4/2020,ACTUALS,Murphy,1280
9/4/2020,ACTUALS,Murphy,1070
9/4/2020,ACTUALS,Murphy,828
9/4/2020,ACTUALS,Smith,2550
9/4/2020,ACTUALS,Ianova,1500
9/4/2020,ACTUALS,Smith,6600
9/4/2020,ACTUALS,Murphy,1200
9/4/2020,ACTUALS,Garcia,-300
9/4/2020,ACTUALS,Garcia,300
8/31/2020,ACTUALS,Wang,-1965
8/31/2020,ACTUALS,Wang,820
8/31/2020,ACTUALS,Wang,3315
8/31/2020,ACTUALS,Wang,305.1
8/31/2020,ACTUALS,Wang,4250
8/31/2020,ACTUALS,Garcia,222.22
8/31/2020,ACTUALS,Garcia,582.22
8/31/2020,ACTUALS,Ianova,180
8/31/2020,ACTUALS,Murphy,230
8/31/2020,ACTUALS,Murphy,140
8/31/2020,ACTUALS,Ianova,432.5
8/31/2020,ACTUALS,Ianova,185
8/31/2020,ACTUALS,Ianova,455
8/31/2020,ACTUALS,Ianova,365
8/31/2020,ACTUALS,Ianova,140
8/31/2020,ACTUALS,Smith,2240
8/31/2020,ACTUALS,Smith,1323.14
8/31/2020,ACTUALS,Smith,1498.78
8/31/2020,ACTUALS,Ianova,2760
8/31/2020,ACTUALS,Smith,2762
8/31/2020,ACTUALS,Wang,569.4
8/31/2020,ACTUALS,Murphy,102.23
8/31/2020,ACTUALS,Murphy,55
8/31/2020,ACTUALS,Murphy,90.56
8/31/2020,ACTUALS,Murphy,160.56
8/31/2020,ACTUALS,Murphy,1500
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,360
8/31/2020,ACTUALS,Garcia,648
8/31/2020,ACTUALS,Garcia,1050
8/31/2020,ACTUALS,Garcia,1365
8/31/2020,ACTUALS,Garcia,840
8/31/2020,ACTUALS,Garcia,75
8/31/2020,ACTUALS,Garcia,75
8/31/2020,ACTUALS,Garcia,75
8/31/2020,ACTUALS,Garcia,152
8/31/2020,ACTUALS,Garcia,209
8/31/2020,ACTUALS,Garcia,114
8/31/2020,ACTUALS,Garcia,114
8/31/2020,ACTUALS,Garcia,152
8/31/2020,ACTUALS,Garcia,38
8/31/2020,ACTUALS,Garcia,266
8/31/2020,ACTUALS,Garcia,100
8/31/2020,ACTUALS,Garcia,100
8/31/2020,ACTUALS,Garcia,100
8/31/2020,ACTUALS,Garcia,100
8/31/2020,ACTUALS,Garcia,100
8/31/2020,ACTUALS,Garcia,100
8/31/2020,ACTUALS,Garcia,100
8/31/2020,ACTUALS,Garcia,-6120
8/31/2020,ACTUALS,Garcia,6120
8/31/2020,ACTUALS,Garcia,-7650
8/30/2020,ACTUALS,Smith,2722.5
8/30/2020,ACTUALS,Wang,225
8/30/2020,ACTUALS,Murphy,-1350
8/30/2020,ACTUALS,Garcia,1950
8/30/2020,ACTUALS,Garcia,920
8/30/2020,ACTUALS,Murphy,483.89
8/30/2020,ACTUALS,Murphy,5500
8/30/2020,ACTUALS,Murphy,325
8/30/2020,ACTUALS,Murphy,2400
8/30/2020,ACTUALS,Murphy,36300
8/30/2020,ACTUALS,Murphy,3965
8/30/2020,ACTUALS,Murphy,11351.25
8/30/2020,ACTUALS,Smith,1012.5
8/30/2020,ACTUALS,Smith,678.45
8/30/2020,ACTUALS,Smith,682.5
8/30/2020,ACTUALS,Ianova,30
8/30/2020,ACTUALS,Ianova,-3500
8/30/2020,ACTUALS,Ianova,1960
8/30/2020,ACTUALS,Ianova,140
8/30/2020,ACTUALS,Ianova,503
8/30/2020,ACTUALS,Ianova,500
8/30/2020,ACTUALS,Ianova,309.76
8/30/2020,ACTUALS,Smith,190
8/30/2020,ACTUALS,Smith,102.5
8/30/2020,ACTUALS,Smith,102.5
8/30/2020,ACTUALS,Murphy,6600
8/30/2020,ACTUALS,Murphy,375
8/30/2020,ACTUALS,Murphy,5100
8/30/2020,ACTUALS,Murphy,6600
8/30/2020,ACTUALS,Murphy,6600
8/30/2020,ACTUALS,Garcia,-28675
8/30/2020,ACTUALS,Garcia,28675
8/29/2020,ACTUALS,Wang,2321.13
8/29/2020,ACTUALS,Wang,1546.13
8/29/2020,ACTUALS,Garcia,3187
8/29/2020,ACTUALS,Murphy,140
8/29/2020,ACTUALS,Murphy,10
8/29/2020,ACTUALS,Murphy,10
8/29/2020,ACTUALS,Murphy,30
8/29/2020,ACTUALS,Murphy,10
8/29/2020,ACTUALS,Murphy,10
8/29/2020,ACTUALS,Murphy,10
8/29/2020,ACTUALS,Murphy,240
8/29/2020,ACTUALS,Ianova,1595
8/29/2020,ACTUALS,Murphy,35400
8/29/2020,ACTUALS,Smith,631.13
8/29/2020,ACTUALS,Smith,517.48
8/29/2020,ACTUALS,Smith,270
8/29/2020,ACTUALS,Smith,473.48
8/29/2020,ACTUALS,Smith,989.14
8/29/2020,ACTUALS,Smith,712.45
8/29/2020,ACTUALS,Smith,1033.14
8/29/2020,ACTUALS,Smith,727.13
8/29/2020,ACTUALS,Smith,828.45
8/29/2020,ACTUALS,Smith,1772.51
8/29/2020,ACTUALS,Smith,668.45
8/29/2020,ACTUALS,Smith,2550
8/29/2020,ACTUALS,Ianova,1890.92
8/29/2020,ACTUALS,Ianova,1132.43
8/29/2020,ACTUALS,Smith,2190
8/29/2020,ACTUALS,Smith,2695
8/29/2020,ACTUALS,Smith,-800
8/29/2020,ACTUALS,Smith,-2000
8/29/2020,ACTUALS,Smith,2400
8/29/2020,ACTUALS,Murphy,9050
8/29/2020,ACTUALS,Murphy,2400
8/29/2020,ACTUALS,Murphy,560
8/29/2020,ACTUALS,Murphy,260
8/29/2020,ACTUALS,Murphy,20
8/29/2020,ACTUALS,Murphy,240
8/29/2020,ACTUALS,Murphy,120
8/29/2020,ACTUALS,Murphy,10
8/29/2020,ACTUALS,Murphy,10
8/29/2020,ACTUALS,Murphy,446.45
8/28/2020,ACTUALS,Murphy,2762.5
8/28/2020,ACTUALS,Garcia,280
8/28/2020,ACTUALS,Ianova,420
8/28/2020,ACTUALS,Murphy,1611.11
8/28/2020,ACTUALS,Murphy,140
8/28/2020,ACTUALS,Smith,1091.82
8/28/2020,ACTUALS,Smith,1103.14
8/28/2020,ACTUALS,Smith,1173.14
8/28/2020,ACTUALS,Smith,1279.14
8/28/2020,ACTUALS,Smith,-2160
8/28/2020,ACTUALS,Wang,5499.62
8/28/2020,ACTUALS,Wang,1670
8/27/2020,ACTUALS,Smith,849.75
8/27/2020,ACTUALS,Smith,3630
8/27/2020,ACTUALS,Wang,85
8/27/2020,ACTUALS,Wang,16300
8/27/2020,ACTUALS,Wang,2880
8/27/2020,ACTUALS,Murphy,4250
8/27/2020,ACTUALS,Garcia,2434.74
8/27/2020,ACTUALS,Garcia,1305
8/27/2020,ACTUALS,Wang,1470
8/27/2020,ACTUALS,Murphy,140
8/27/2020,ACTUALS,Murphy,887.5
8/27/2020,ACTUALS,Murphy,1800
8/27/2020,ACTUALS,Murphy,3780
8/27/2020,ACTUALS,Murphy,10230.28
8/27/2020,ACTUALS,Smith,1739.83
8/27/2020,ACTUALS,Smith,1257.82
8/27/2020,ACTUALS,Smith,1129.14
8/27/2020,ACTUALS,Smith,3000
8/27/2020,ACTUALS,Smith,4200
8/27/2020,ACTUALS,Wang,500
8/27/2020,ACTUALS,Murphy,-2000
8/27/2020,ACTUALS,Murphy,2000
8/27/2020,ACTUALS,Murphy,3495
8/27/2020,ACTUALS,Murphy,5400
8/27/2020,ACTUALS,Murphy,5400
8/27/2020,ACTUALS,Garcia,320
8/27/2020,ACTUALS,Garcia,4891.3
8/27/2020,ACTUALS,Garcia,4891.3
8/27/2020,ACTUALS,Garcia,480
8/27/2020,ACTUALS,Garcia,6626.55
8/27/2020,ACTUALS,Garcia,5950
8/27/2020,ACTUALS,Garcia,-210
8/24/2020,ACTUALS,Wang,100
8/24/2020,ACTUALS,Wang,272.4
8/24/2020,ACTUALS,Wang,300
8/24/2020,ACTUALS,Wang,7505
8/24/2020,ACTUALS,Wang,1113.75
8/24/2020,ACTUALS,Wang,100
8/24/2020,ACTUALS,Wang,100
8/24/2020,ACTUALS,Wang,300
8/24/2020,ACTUALS,Wang,300
8/24/2020,ACTUALS,Wang,300
8/24/2020,ACTUALS,Wang,100
8/24/2020,ACTUALS,Garcia,1650
8/24/2020,ACTUALS,Wang,465
8/24/2020,ACTUALS,Garcia,100
8/24/2020,ACTUALS,Wang,300
8/24/2020,ACTUALS,Garcia,300
8/24/2020,ACTUALS,Garcia,300
8/24/2020,ACTUALS,Garcia,300
8/24/2020,ACTUALS,Garcia,300
8/24/2020,ACTUALS,Garcia,300
8/24/2020,ACTUALS,Wang,100
8/24/2020,ACTUALS,Garcia,217.78
8/24/2020,ACTUALS,Ianova,100
8/24/2020,ACTUALS,Murphy,300
8/24/2020,ACTUALS,Ianova,275
8/24/2020,ACTUALS,Ianova,560
8/24/2020,ACTUALS,Murphy,100
8/24/2020,ACTUALS,Ianova,150
8/24/2020,ACTUALS,Murphy,100
8/24/2020,ACTUALS,Murphy,100
8/24/2020,ACTUALS,Murphy,237.5
8/24/2020,ACTUALS,Ianova,360
8/24/2020,ACTUALS,Ianova,1827.5
8/24/2020,ACTUALS,Ianova,185
8/24/2020,ACTUALS,Ianova,1475
8/24/2020,ACTUALS,Ianova,150
8/24/2020,ACTUALS,Ianova,100
8/24/2020,ACTUALS,Murphy,12477.23
8/24/2020,ACTUALS,Ianova,150
8/24/2020,ACTUALS,Ianova,600
8/24/2020,ACTUALS,Murphy,41100
8/24/2020,ACTUALS,Smith,100
8/24/2020,ACTUALS,Wang,375
8/24/2020,ACTUALS,Wang,1000
8/24/2020,ACTUALS,Smith,1187.82
8/24/2020,ACTUALS,Smith,1798.51
8/24/2020,ACTUALS,Smith,668.45
8/24/2020,ACTUALS,Smith,633.45
8/24/2020,ACTUALS,Smith,1322.8
8/24/2020,ACTUALS,Smith,1643.83
8/24/2020,ACTUALS,Smith,958.45
8/24/2020,ACTUALS,Smith,1129.14
8/24/2020,ACTUALS,Smith,572.45
8/24/2020,ACTUALS,Smith,458.8
8/24/2020,ACTUALS,Smith,701.13
8/24/2020,ACTUALS,Smith,100
8/24/2020,ACTUALS,Smith,150
8/24/2020,ACTUALS,Ianova,2100
8/24/2020,ACTUALS,Ianova,100
8/24/2020,ACTUALS,Ianova,80
8/24/2020,ACTUALS,Smith,100
8/24/2020,ACTUALS,Smith,100
8/24/2020,ACTUALS,Smith,100
8/24/2020,ACTUALS,Smith,100
8/24/2020,ACTUALS,Smith,100
8/24/2020,ACTUALS,Ianova,8590
8/24/2020,ACTUALS,Smith,1980
8/24/2020,ACTUALS,Smith,205
8/24/2020,ACTUALS,Smith,205
8/24/2020,ACTUALS,Smith,205
8/24/2020,ACTUALS,Smith,102.5
8/24/2020,ACTUALS,Smith,102.5
8/24/2020,ACTUALS,Smith,102.5
8/24/2020,ACTUALS,Smith,2590
